idencuesta,ola,muestra,responde,estrato_disenno,segmento_disenno,sexo_imp,edad_imp_tramo,edu_imp,civil_imp,ola_num
61050224,2019,Refresco,Responde,Ciudades Pequennias,610502,Hombre,45 a 59,Media,En Pareja,3
61050224,2021,Refresco,Responde,Ciudades Pequennias,610502,Hombre,45 a 59,Media,En Pareja,5
61050224,2022,Refresco,Responde,Ciudades Pequennias,610502,Hombre,45 a 59,Media,En Pareja,6
61050225,2018,Refresco,Responde,Ciudades Pequennias,610502,Mujer,45 a 59,Media,En Pareja,2
61050225,2019,Refresco,Responde,Ciudades Pequennias,610502,Mujer,45 a 59,Media,En Pareja,3
61050225,2021,Refresco,Responde,Ciudades Pequennias,610502,Mujer,45 a 59,Media,En Pareja,5
61050225,2022,Refresco,Responde,Ciudades Pequennias,610502,Mujer,45 a 59,Media,En Pareja,6
61050321,2018,Refresco,Responde,Ciudades Pequennias,610503,Hombre,30 a 44,Media,En Pareja,2
61050321,2019,Refresco,Responde,Ciudades Pequennias,610503,Hombre,30 a 44,Media,En Pareja,3
61050321,2021,Refresco,Responde,Ciudades Pequennias,610503,Hombre,30 a 44,Media,En Pareja,5
61050321,2022,Refresco,Responde,Ciudades Pequennias,610503,Hombre,30 a 44,Media,En Pareja,6
61050323,2018,Refresco,Responde,Ciudades Pequennias,610503,Hombre,60 0 más,Media,Soltero,2
61050323,2019,Refresco,Responde,Ciudades Pequennias,610503,Hombre,60 0 más,Media,Soltero,3
61050323,2021,Refresco,Responde,Ciudades Pequennias,610503,Hombre,60 0 más,Media,Soltero,5
61050323,2022,Refresco,Responde,Ciudades Pequennias,610503,Hombre,60 0 más,Media,Soltero,6
61050325,2018,Refresco,Responde,Ciudades Pequennias,610503,Hombre,30 a 44,Media,Soltero,2
61050325,2019,Refresco,Responde,Ciudades Pequennias,610503,Hombre,30 a 44,Media,En Pareja,3
61050325,2021,Refresco,Responde,Ciudades Pequennias,610503,Hombre,30 a 44,Media,En Pareja,5
61050325,2022,Refresco,Responde,Ciudades Pequennias,610503,Hombre,30 a 44,Media,Soltero,6
61050621,2018,Refresco,Responde,Ciudades Pequennias,610506,Hombre,45 a 59,Media,En Pareja,2
61050621,2019,Refresco,Responde,Ciudades Pequennias,610506,Hombre,45 a 59,Básica,Soltero,3
61050621,2021,Refresco,Responde,Ciudades Pequennias,610506,Hombre,45 a 59,Básica,Soltero,5
61050621,2022,Refresco,Responde,Ciudades Pequennias,610506,Hombre,45 a 59,Media,En Pareja,6
61050625,2018,Refresco,Responde,Ciudades Pequennias,610506,Mujer,45 a 59,Universitaria,En Pareja,2
61050625,2019,Refresco,Responde,Ciudades Pequennias,610506,Mujer,45 a 59,Universitaria,En Pareja,3
61050625,2021,Refresco,Responde,Ciudades Pequennias,610506,Mujer,45 a 59,Universitaria,En Pareja,5
61050625,2022,Refresco,No Responde,Ciudades Pequennias,610506,Mujer,45 a 59,Universitaria,En Pareja,6
61050722,2018,Refresco,Responde,Ciudades Pequennias,610507,Mujer,18 a 29,Media,En Pareja,2
61050722,2019,Refresco,Responde,Ciudades Pequennias,610507,Mujer,18 a 29,Media,En Pareja,3
61050722,2021,Refresco,Responde,Ciudades Pequennias,610507,Mujer,18 a 29,Media,En Pareja,5
61050722,2022,Refresco,Responde,Ciudades Pequennias,610507,Mujer,18 a 29,Media,En Pareja,6
61050723,2018,Refresco,Responde,Ciudades Pequennias,610507,Mujer,30 a 44,Básica,En Pareja,2
61050723,2019,Refresco,Responde,Ciudades Pequennias,610507,Mujer,30 a 44,Media,En Pareja,3
61050723,2021,Refresco,Responde,Ciudades Pequennias,610507,Mujer,30 a 44,Media,Soltero,5
61050723,2022,Refresco,Responde,Ciudades Pequennias,610507,Mujer,30 a 44,Media,En Pareja,6
61050724,2018,Refresco,Responde,Ciudades Pequennias,610507,Mujer,30 a 44,Técnica,En Pareja,2
61050724,2019,Refresco,Responde,Ciudades Pequennias,610507,Mujer,30 a 44,Técnica,En Pareja,3
61050724,2021,Refresco,Responde,Ciudades Pequennias,610507,Mujer,30 a 44,Técnica,En Pareja,5
61050724,2022,Refresco,Responde,Ciudades Pequennias,610507,Mujer,30 a 44,Media,En Pareja,6
61050821,2018,Refresco,Responde,Ciudades Pequennias,610508,Hombre,30 a 44,Universitaria,En Pareja,2
61050821,2019,Refresco,Responde,Ciudades Pequennias,610508,Hombre,30 a 44,Técnica,En Pareja,3
61050821,2021,Refresco,Responde,Ciudades Pequennias,610508,Hombre,30 a 44,Universitaria,En Pareja,5
61050821,2022,Refresco,Responde,Ciudades Pequennias,610508,Hombre,30 a 44,Técnica,En Pareja,6
61050823,2018,Refresco,Responde,Ciudades Pequennias,610508,Mujer,45 a 59,Básica,Soltero,2
61050823,2019,Refresco,Responde,Ciudades Pequennias,610508,Mujer,45 a 59,Básica,Soltero,3
61050823,2021,Refresco,Responde,Ciudades Pequennias,610508,Mujer,45 a 59,Básica,Soltero,5
61050823,2022,Refresco,No Responde,Ciudades Pequennias,610508,Mujer,45 a 59,Básica,Soltero,6
61050825,2018,Refresco,Responde,Ciudades Pequennias,610508,Mujer,30 a 44,Técnica,En Pareja,2
61050825,2019,Refresco,Responde,Ciudades Pequennias,610508,Mujer,30 a 44,Técnica,En Pareja,3
61050825,2021,Refresco,Responde,Ciudades Pequennias,610508,Mujer,30 a 44,Universitaria,En Pareja,5
61050825,2022,Refresco,No Responde,Ciudades Pequennias,610508,Mujer,30 a 44,Universitaria,En Pareja,6
61050921,2018,Refresco,Responde,Ciudades Pequennias,610509,Mujer,30 a 44,Técnica,Soltero,2
61050921,2019,Refresco,Responde,Ciudades Pequennias,610509,Mujer,30 a 44,Media,Soltero,3
61050921,2021,Refresco,Responde,Ciudades Pequennias,610509,Mujer,30 a 44,Media,Soltero,5
61050921,2022,Refresco,Responde,Ciudades Pequennias,610509,Mujer,30 a 44,Media,Soltero,6
61050923,2018,Refresco,Responde,Ciudades Pequennias,610509,Mujer,30 a 44,Técnica,Soltero,2
61050923,2019,Refresco,Responde,Ciudades Pequennias,610509,Mujer,30 a 44,Universitaria,Soltero,3
61050923,2021,Refresco,No Responde,Ciudades Pequennias,610509,Mujer,30 a 44,Universitaria,Soltero,5
61050923,2022,Refresco,Responde,Ciudades Pequennias,610509,Mujer,30 a 44,Universitaria,Soltero,6
61050925,2018,Refresco,Responde,Ciudades Pequennias,610509,Hombre,18 a 29,Universitaria,Soltero,2
61050925,2019,Refresco,Responde,Ciudades Pequennias,610509,Hombre,18 a 29,Técnica,Soltero,3
61050925,2021,Refresco,Responde,Ciudades Pequennias,610509,Hombre,18 a 29,Técnica,Soltero,5
61050925,2022,Refresco,Responde,Ciudades Pequennias,610509,Hombre,18 a 29,Técnica,En Pareja,6
61080121,2018,Refresco,Responde,Ciudades Grandes,610801,Mujer,30 a 44,Media,En Pareja,2
61080121,2019,Refresco,Responde,Ciudades Grandes,610801,Mujer,30 a 44,Media,En Pareja,3
61080121,2021,Refresco,No Responde,Ciudades Grandes,610801,Mujer,30 a 44,Media,En Pareja,5
61080121,2022,Refresco,Responde,Ciudades Grandes,610801,Mujer,30 a 44,Técnica,Soltero,6
61080122,2018,Refresco,Responde,Ciudades Grandes,610801,Mujer,60 0 más,Básica,Soltero,2
61080122,2019,Refresco,Responde,Ciudades Grandes,610801,Mujer,60 0 más,Básica,Soltero,3
61080122,2021,Refresco,Responde,Ciudades Grandes,610801,Mujer,60 0 más,Básica,Soltero,5
61080122,2022,Refresco,Responde,Ciudades Grandes,610801,Mujer,60 0 más,Básica,Soltero,6
61080123,2018,Refresco,Responde,Ciudades Grandes,610801,Mujer,18 a 29,Media,Soltero,2
61080123,2019,Refresco,Responde,Ciudades Grandes,610801,Mujer,18 a 29,Media,En Pareja,3
61080123,2021,Refresco,Responde,Ciudades Grandes,610801,Mujer,18 a 29,Básica,Soltero,5
61080123,2022,Refresco,Responde,Ciudades Grandes,610801,Mujer,18 a 29,Media,En Pareja,6
61080124,2018,Refresco,Responde,Ciudades Grandes,610801,Mujer,45 a 59,Básica,Soltero,2
61080124,2019,Refresco,Responde,Ciudades Grandes,610801,Mujer,45 a 59,Básica,Soltero,3
61080124,2021,Refresco,No Responde,Ciudades Grandes,610801,Mujer,45 a 59,Básica,Soltero,5
61080124,2022,Refresco,Responde,Ciudades Grandes,610801,Mujer,45 a 59,Básica,Soltero,6
61080125,2018,Refresco,Responde,Ciudades Grandes,610801,Mujer,60 0 más,Básica,Soltero,2
61080125,2019,Refresco,Responde,Ciudades Grandes,610801,Mujer,60 0 más,Básica,Soltero,3
61080125,2021,Refresco,Responde,Ciudades Grandes,610801,Mujer,60 0 más,Básica,Soltero,5
61080125,2022,Refresco,Responde,Ciudades Grandes,610801,Mujer,60 0 más,Básica,Soltero,6
61080221,2018,Refresco,Responde,Ciudades Grandes,610802,Mujer,30 a 44,Universitaria,En Pareja,2
61080221,2019,Refresco,Responde,Ciudades Grandes,610802,Mujer,30 a 44,Universitaria,En Pareja,3
61080221,2021,Refresco,No Responde,Ciudades Grandes,610802,Mujer,30 a 44,Universitaria,En Pareja,5
61080221,2022,Refresco,No Responde,Ciudades Grandes,610802,Mujer,30 a 44,Universitaria,En Pareja,6
61080421,2018,Refresco,Responde,Ciudades Grandes,610804,Hombre,45 a 59,Media,En Pareja,2
61080421,2019,Refresco,Responde,Ciudades Grandes,610804,Hombre,45 a 59,Media,En Pareja,3
61080421,2021,Refresco,Responde,Ciudades Grandes,610804,Hombre,45 a 59,Media,En Pareja,5
61080421,2022,Refresco,Responde,Ciudades Grandes,610804,Hombre,45 a 59,Media,En Pareja,6
61080422,2018,Refresco,Responde,Ciudades Grandes,610804,Mujer,45 a 59,Media,Soltero,2
61080422,2019,Refresco,Responde,Ciudades Grandes,610804,Mujer,45 a 59,Media,Soltero,3
61080422,2021,Refresco,Responde,Ciudades Grandes,610804,Mujer,45 a 59,Media,Soltero,5
61080422,2022,Refresco,Responde,Ciudades Grandes,610804,Mujer,45 a 59,Media,Soltero,6
61080423,2018,Refresco,Responde,Ciudades Grandes,610804,Hombre,60 0 más,Básica,En Pareja,2
61080423,2019,Refresco,Responde,Ciudades Grandes,610804,Hombre,60 0 más,Básica,En Pareja,3
61080423,2021,Refresco,Responde,Ciudades Grandes,610804,Hombre,60 0 más,Básica,En Pareja,5
61080423,2022,Refresco,Responde,Ciudades Grandes,610804,Hombre,60 0 más,Básica,En Pareja,6
71010121,2018,Refresco,Responde,Ciudades Grandes,710101,Mujer,60 0 más,Técnica,Soltero,2
71010121,2019,Refresco,Responde,Ciudades Grandes,710101,Mujer,60 0 más,Técnica,Soltero,3
71010121,2021,Refresco,Responde,Ciudades Grandes,710101,Mujer,60 0 más,Media,Soltero,5
71010121,2022,Refresco,Responde,Ciudades Grandes,710101,Mujer,60 0 más,Técnica,Soltero,6
71010122,2018,Refresco,Responde,Ciudades Grandes,710101,Mujer,45 a 59,Universitaria,Soltero,2
71010122,2019,Refresco,Responde,Ciudades Grandes,710101,Mujer,45 a 59,Universitaria,Soltero,3
71010122,2021,Refresco,Responde,Ciudades Grandes,710101,Mujer,45 a 59,Universitaria,Soltero,5
71010122,2022,Refresco,Responde,Ciudades Grandes,710101,Mujer,45 a 59,Universitaria,Soltero,6
71010124,2018,Refresco,Responde,Ciudades Grandes,710101,Mujer,30 a 44,Universitaria,En Pareja,2
71010124,2019,Refresco,No Responde,Ciudades Grandes,710101,Mujer,30 a 44,Universitaria,En Pareja,3
71010124,2021,Refresco,No Responde,Ciudades Grandes,710101,Mujer,30 a 44,Universitaria,En Pareja,5
71010124,2022,Refresco,Responde,Ciudades Grandes,710101,Mujer,30 a 44,Técnica,Soltero,6
71010125,2018,Refresco,Responde,Ciudades Grandes,710101,Mujer,60 0 más,Técnica,En Pareja,2
71010125,2019,Refresco,Responde,Ciudades Grandes,710101,Mujer,60 0 más,Técnica,En Pareja,3
71010125,2021,Refresco,Responde,Ciudades Grandes,710101,Mujer,60 0 más,Técnica,En Pareja,5
71010125,2022,Refresco,Responde,Ciudades Grandes,710101,Mujer,60 0 más,Técnica,En Pareja,6
71011022,2018,Refresco,Responde,Ciudades Grandes,710110,Hombre,18 a 29,Universitaria,Soltero,2
71011022,2019,Refresco,Responde,Ciudades Grandes,710110,Hombre,18 a 29,Universitaria,Soltero,3
71011022,2021,Refresco,No Responde,Ciudades Grandes,710110,Hombre,18 a 29,Universitaria,Soltero,5
71011022,2022,Refresco,No Responde,Ciudades Grandes,710110,Hombre,18 a 29,Universitaria,Soltero,6
71011025,2018,Refresco,Responde,Ciudades Grandes,710110,Hombre,18 a 29,Universitaria,Soltero,2
71011025,2019,Refresco,Responde,Ciudades Grandes,710110,Hombre,18 a 29,Universitaria,Soltero,3
71011025,2021,Refresco,Responde,Ciudades Grandes,710110,Hombre,18 a 29,Universitaria,Soltero,5
71011025,2022,Refresco,No Responde,Ciudades Grandes,710110,Hombre,18 a 29,Universitaria,Soltero,6
71011121,2018,Refresco,Responde,Ciudades Grandes,710111,Mujer,45 a 59,Técnica,Soltero,2
71011121,2019,Refresco,Responde,Ciudades Grandes,710111,Mujer,45 a 59,Técnica,En Pareja,3
71011121,2021,Refresco,Responde,Ciudades Grandes,710111,Mujer,45 a 59,Técnica,En Pareja,5
71011121,2022,Refresco,Responde,Ciudades Grandes,710111,Mujer,45 a 59,Técnica,Soltero,6
71011122,2018,Refresco,Responde,Ciudades Grandes,710111,Hombre,45 a 59,Media,En Pareja,2
71011122,2019,Refresco,Responde,Ciudades Grandes,710111,Hombre,45 a 59,Básica,En Pareja,3
71011122,2021,Refresco,Responde,Ciudades Grandes,710111,Hombre,45 a 59,Básica,En Pareja,5
71011122,2022,Refresco,Responde,Ciudades Grandes,710111,Hombre,45 a 59,Básica,En Pareja,6
71011124,2018,Refresco,Responde,Ciudades Grandes,710111,Hombre,18 a 29,Media,En Pareja,2
71011124,2019,Refresco,Responde,Ciudades Grandes,710111,Hombre,18 a 29,Básica,En Pareja,3
71011124,2021,Refresco,Responde,Ciudades Grandes,710111,Hombre,18 a 29,Media,Soltero,5
71011124,2022,Refresco,No Responde,Ciudades Grandes,710111,Hombre,18 a 29,Media,Soltero,6
71011125,2018,Refresco,Responde,Ciudades Grandes,710111,Hombre,18 a 29,Universitaria,Soltero,2
71011125,2019,Refresco,Responde,Ciudades Grandes,710111,Hombre,18 a 29,Universitaria,Soltero,3
71011125,2021,Refresco,Responde,Ciudades Grandes,710111,Hombre,18 a 29,Universitaria,Soltero,5
71011125,2022,Refresco,Responde,Ciudades Grandes,710111,Hombre,18 a 29,Universitaria,Soltero,6
71011321,2018,Refresco,Responde,Ciudades Grandes,710113,Mujer,30 a 44,Media,En Pareja,2
71011321,2019,Refresco,Responde,Ciudades Grandes,710113,Mujer,30 a 44,Media,En Pareja,3
71011321,2021,Refresco,Responde,Ciudades Grandes,710113,Mujer,30 a 44,Media,En Pareja,5
71011321,2022,Refresco,No Responde,Ciudades Grandes,710113,Mujer,30 a 44,Media,En Pareja,6
71011322,2018,Refresco,Responde,Ciudades Grandes,710113,Hombre,18 a 29,Universitaria,Soltero,2
71011322,2019,Refresco,Responde,Ciudades Grandes,710113,Hombre,18 a 29,Técnica,Soltero,3
71011322,2021,Refresco,No Responde,Ciudades Grandes,710113,Hombre,18 a 29,Técnica,Soltero,5
71011322,2022,Refresco,No Responde,Ciudades Grandes,710113,Hombre,18 a 29,Técnica,Soltero,6
71011324,2018,Refresco,Responde,Ciudades Grandes,710113,Mujer,60 0 más,Básica,En Pareja,2
71011324,2019,Refresco,Responde,Ciudades Grandes,710113,Mujer,60 0 más,Básica,En Pareja,3
71011324,2021,Refresco,Responde,Ciudades Grandes,710113,Mujer,60 0 más,Básica,En Pareja,5
71011324,2022,Refresco,Responde,Ciudades Grandes,710113,Mujer,60 0 más,Básica,En Pareja,6
71011325,2018,Refresco,Responde,Ciudades Grandes,710113,Hombre,18 a 29,Técnica,Soltero,2
71011325,2019,Refresco,Responde,Ciudades Grandes,710113,Hombre,18 a 29,Técnica,En Pareja,3
71011325,2021,Refresco,No Responde,Ciudades Grandes,710113,Hombre,18 a 29,Técnica,En Pareja,5
71011325,2022,Refresco,No Responde,Ciudades Grandes,710113,Hombre,18 a 29,Técnica,En Pareja,6
71011421,2018,Refresco,Responde,Ciudades Grandes,710114,Hombre,45 a 59,Básica,Soltero,2
71011421,2019,Refresco,Responde,Ciudades Grandes,710114,Hombre,45 a 59,Básica,Soltero,3
71011421,2021,Refresco,Responde,Ciudades Grandes,710114,Hombre,45 a 59,Media,Soltero,5
71011421,2022,Refresco,Responde,Ciudades Grandes,710114,Hombre,45 a 59,Básica,Soltero,6
71011422,2018,Refresco,Responde,Ciudades Grandes,710114,Hombre,30 a 44,Media,En Pareja,2
71011422,2019,Refresco,Responde,Ciudades Grandes,710114,Hombre,30 a 44,Media,En Pareja,3
71011422,2021,Refresco,Responde,Ciudades Grandes,710114,Hombre,30 a 44,Media,En Pareja,5
71011422,2022,Refresco,Responde,Ciudades Grandes,710114,Hombre,30 a 44,Media,En Pareja,6
71011424,2018,Refresco,Responde,Ciudades Grandes,710114,Hombre,45 a 59,Media,En Pareja,2
71011424,2019,Refresco,Responde,Ciudades Grandes,710114,Hombre,45 a 59,Media,En Pareja,3
71011424,2021,Refresco,Responde,Ciudades Grandes,710114,Hombre,45 a 59,Media,En Pareja,5
71011424,2022,Refresco,Responde,Ciudades Grandes,710114,Hombre,45 a 59,Media,En Pareja,6
71011521,2018,Refresco,Responde,Ciudades Grandes,710115,Hombre,18 a 29,Universitaria,En Pareja,2
71011521,2019,Refresco,Responde,Ciudades Grandes,710115,Hombre,18 a 29,Universitaria,En Pareja,3
71011521,2021,Refresco,Responde,Ciudades Grandes,710115,Hombre,18 a 29,Universitaria,En Pareja,5
71011521,2022,Refresco,Responde,Ciudades Grandes,710115,Hombre,18 a 29,Universitaria,En Pareja,6
71011522,2018,Refresco,Responde,Ciudades Grandes,710115,Mujer,18 a 29,Media,Soltero,2
71011522,2019,Refresco,Responde,Ciudades Grandes,710115,Mujer,18 a 29,Media,Soltero,3
71011522,2021,Refresco,Responde,Ciudades Grandes,710115,Mujer,18 a 29,Técnica,Soltero,5
71011522,2022,Refresco,No Responde,Ciudades Grandes,710115,Mujer,18 a 29,Técnica,Soltero,6
71011523,2018,Refresco,Responde,Ciudades Grandes,710115,Hombre,45 a 59,Básica,En Pareja,2
71011523,2019,Refresco,Responde,Ciudades Grandes,710115,Mujer,45 a 59,Media,En Pareja,3
71011523,2021,Refresco,No Responde,Ciudades Grandes,710115,Mujer,45 a 59,Media,En Pareja,5
71011523,2022,Refresco,No Responde,Ciudades Grandes,710115,Mujer,45 a 59,Media,En Pareja,6
71011524,2018,Refresco,Responde,Ciudades Grandes,710115,Mujer,45 a 59,Media,Soltero,2
71011524,2019,Refresco,Responde,Ciudades Grandes,710115,Mujer,45 a 59,Media,Soltero,3
71011524,2021,Refresco,Responde,Ciudades Grandes,710115,Mujer,45 a 59,Media,Soltero,5
71011524,2022,Refresco,Responde,Ciudades Grandes,710115,Mujer,45 a 59,Media,Soltero,6
71011525,2018,Refresco,Responde,Ciudades Grandes,710115,Mujer,60 0 más,Básica,Soltero,2
71011525,2019,Refresco,Responde,Ciudades Grandes,710115,Mujer,60 0 más,Básica,Soltero,3
71011525,2021,Refresco,Responde,Ciudades Grandes,710115,Mujer,60 0 más,Básica,Soltero,5
71011525,2022,Refresco,Responde,Ciudades Grandes,710115,Mujer,60 0 más,Básica,En Pareja,6
71011821,2018,Refresco,Responde,Ciudades Grandes,710118,Mujer,30 a 44,Universitaria,En Pareja,2
71011821,2019,Refresco,Responde,Ciudades Grandes,710118,Mujer,30 a 44,Universitaria,En Pareja,3
71011821,2021,Refresco,No Responde,Ciudades Grandes,710118,Mujer,30 a 44,Universitaria,En Pareja,5
71011821,2022,Refresco,No Responde,Ciudades Grandes,710118,Mujer,30 a 44,Universitaria,En Pareja,6
71011822,2018,Refresco,Responde,Ciudades Grandes,710118,Hombre,30 a 44,Universitaria,Soltero,2
71011822,2019,Refresco,Responde,Ciudades Grandes,710118,Hombre,30 a 44,Universitaria,Soltero,3
71011822,2021,Refresco,Responde,Ciudades Grandes,710118,Hombre,30 a 44,Universitaria,Soltero,5
71011822,2022,Refresco,Responde,Ciudades Grandes,710118,Hombre,30 a 44,Universitaria,Soltero,6
71011823,2018,Refresco,Responde,Ciudades Grandes,710118,Mujer,18 a 29,Universitaria,Soltero,2
71011823,2019,Refresco,Responde,Ciudades Grandes,710118,Mujer,18 a 29,Universitaria,Soltero,3
71011823,2021,Refresco,Responde,Ciudades Grandes,710118,Mujer,18 a 29,Universitaria,Soltero,5
71011823,2022,Refresco,Responde,Ciudades Grandes,710118,Mujer,18 a 29,Universitaria,Soltero,6
71011824,2018,Refresco,Responde,Ciudades Grandes,710118,Mujer,60 0 más,Técnica,Soltero,2
71011824,2019,Refresco,Responde,Ciudades Grandes,710118,Mujer,60 0 más,Técnica,Soltero,3
71011824,2021,Refresco,Responde,Ciudades Grandes,710118,Mujer,60 0 más,Técnica,Soltero,5
71011824,2022,Refresco,Responde,Ciudades Grandes,710118,Mujer,60 0 más,Técnica,Soltero,6
71011921,2018,Refresco,Responde,Ciudades Grandes,710119,Mujer,30 a 44,Media,Soltero,2
71011921,2019,Refresco,Responde,Ciudades Grandes,710119,Mujer,30 a 44,Media,Soltero,3
71011921,2021,Refresco,Responde,Ciudades Grandes,710119,Mujer,30 a 44,Media,En Pareja,5
71011921,2022,Refresco,Responde,Ciudades Grandes,710119,Mujer,30 a 44,Técnica,En Pareja,6
71011922,2018,Refresco,Responde,Ciudades Grandes,710119,Hombre,30 a 44,Universitaria,En Pareja,2
71011922,2019,Refresco,Responde,Ciudades Grandes,710119,Hombre,30 a 44,Universitaria,En Pareja,3
71011922,2021,Refresco,No Responde,Ciudades Grandes,710119,Hombre,30 a 44,Universitaria,En Pareja,5
71011922,2022,Refresco,No Responde,Ciudades Grandes,710119,Hombre,30 a 44,Universitaria,En Pareja,6
71011924,2018,Refresco,Responde,Ciudades Grandes,710119,Hombre,45 a 59,Técnica,En Pareja,2
71011924,2019,Refresco,Responde,Ciudades Grandes,710119,Hombre,45 a 59,Técnica,En Pareja,3
71011924,2021,Refresco,No Responde,Ciudades Grandes,710119,Hombre,45 a 59,Técnica,En Pareja,5
71011924,2022,Refresco,Responde,Ciudades Grandes,710119,Hombre,45 a 59,Técnica,En Pareja,6
71011925,2018,Refresco,Responde,Ciudades Grandes,710119,Hombre,30 a 44,Técnica,En Pareja,2
71011925,2019,Refresco,Responde,Ciudades Grandes,710119,Hombre,30 a 44,Técnica,En Pareja,3
71011925,2021,Refresco,Responde,Ciudades Grandes,710119,Hombre,30 a 44,Técnica,En Pareja,5
71011925,2022,Refresco,No Responde,Ciudades Grandes,710119,Hombre,30 a 44,Técnica,En Pareja,6
71012121,2018,Refresco,Responde,Ciudades Grandes,710121,Hombre,30 a 44,Media,En Pareja,2
71012121,2019,Refresco,Responde,Ciudades Grandes,710121,Hombre,30 a 44,Media,En Pareja,3
71012121,2021,Refresco,Responde,Ciudades Grandes,710121,Hombre,30 a 44,Media,Soltero,5
71012121,2022,Refresco,Responde,Ciudades Grandes,710121,Hombre,30 a 44,Media,Soltero,6
71012122,2018,Refresco,Responde,Ciudades Grandes,710121,Hombre,18 a 29,Media,Soltero,2
71012122,2019,Refresco,Responde,Ciudades Grandes,710121,Hombre,18 a 29,Media,Soltero,3
71012122,2021,Refresco,No Responde,Ciudades Grandes,710121,Hombre,18 a 29,Media,Soltero,5
71012122,2022,Refresco,Responde,Ciudades Grandes,710121,Hombre,18 a 29,Universitaria,Soltero,6
71012123,2018,Refresco,Responde,Ciudades Grandes,710121,Hombre,30 a 44,Media,En Pareja,2
71012123,2019,Refresco,Responde,Ciudades Grandes,710121,Hombre,30 a 44,Media,En Pareja,3
71012123,2021,Refresco,Responde,Ciudades Grandes,710121,Hombre,30 a 44,Media,En Pareja,5
71012123,2022,Refresco,Responde,Ciudades Grandes,710121,Hombre,30 a 44,Media,En Pareja,6
71012124,2018,Refresco,Responde,Ciudades Grandes,710121,Mujer,18 a 29,Media,Soltero,2
71012124,2019,Refresco,Responde,Ciudades Grandes,710121,Mujer,18 a 29,Media,En Pareja,3
71012124,2021,Refresco,Responde,Ciudades Grandes,710121,Mujer,18 a 29,Media,Soltero,5
71012124,2022,Refresco,Responde,Ciudades Grandes,710121,Mujer,18 a 29,Media,Soltero,6
71012125,2018,Refresco,Responde,Ciudades Grandes,710121,Mujer,30 a 44,Básica,En Pareja,2
71012125,2019,Refresco,Responde,Ciudades Grandes,710121,Mujer,30 a 44,Básica,En Pareja,3
71012125,2021,Refresco,Responde,Ciudades Grandes,710121,Mujer,30 a 44,Básica,En Pareja,5
71012125,2022,Refresco,No Responde,Ciudades Grandes,710121,Mujer,30 a 44,Básica,En Pareja,6
71012221,2018,Refresco,Responde,Ciudades Grandes,710122,Hombre,30 a 44,Media,Soltero,2
71012221,2019,Refresco,Responde,Ciudades Grandes,710122,Hombre,30 a 44,Media,Soltero,3
71012221,2021,Refresco,No Responde,Ciudades Grandes,710122,Hombre,30 a 44,Media,Soltero,5
71012221,2022,Refresco,Responde,Ciudades Grandes,710122,Hombre,30 a 44,Media,Soltero,6
71012222,2018,Refresco,Responde,Ciudades Grandes,710122,Mujer,18 a 29,Media,Soltero,2
71012222,2019,Refresco,Responde,Ciudades Grandes,710122,Mujer,18 a 29,Media,Soltero,3
71012222,2021,Refresco,Responde,Ciudades Grandes,710122,Mujer,18 a 29,Media,Soltero,5
71012222,2022,Refresco,No Responde,Ciudades Grandes,710122,Mujer,18 a 29,Media,Soltero,6
71012223,2018,Refresco,Responde,Ciudades Grandes,710122,Hombre,30 a 44,Media,Soltero,2
71012223,2019,Refresco,No Responde,Ciudades Grandes,710122,Hombre,30 a 44,Media,Soltero,3
71012223,2021,Refresco,No Responde,Ciudades Grandes,710122,Hombre,30 a 44,Media,Soltero,5
71012223,2022,Refresco,No Responde,Ciudades Grandes,710122,Hombre,30 a 44,Media,Soltero,6
71012224,2018,Refresco,Responde,Ciudades Grandes,710122,Hombre,30 a 44,Técnica,En Pareja,2
71012224,2019,Refresco,Responde,Ciudades Grandes,710122,Hombre,30 a 44,Técnica,En Pareja,3
71012224,2021,Refresco,Responde,Ciudades Grandes,710122,Hombre,30 a 44,Media,En Pareja,5
71012224,2022,Refresco,Responde,Ciudades Grandes,710122,Hombre,30 a 44,Técnica,En Pareja,6
71012225,2018,Refresco,Responde,Ciudades Grandes,710122,Mujer,60 0 más,Básica,Soltero,2
71012225,2019,Refresco,Responde,Ciudades Grandes,710122,Mujer,60 0 más,Básica,Soltero,3
71012225,2021,Refresco,No Responde,Ciudades Grandes,710122,Mujer,60 0 más,Básica,Soltero,5
71012225,2022,Refresco,Responde,Ciudades Grandes,710122,Mujer,60 0 más,Básica,Soltero,6
71012321,2018,Refresco,Responde,Ciudades Grandes,710123,Mujer,45 a 59,Media,En Pareja,2
71012321,2019,Refresco,Responde,Ciudades Grandes,710123,Mujer,45 a 59,Media,En Pareja,3
71012321,2021,Refresco,Responde,Ciudades Grandes,710123,Mujer,45 a 59,Media,En Pareja,5
71012321,2022,Refresco,Responde,Ciudades Grandes,710123,Mujer,45 a 59,Media,En Pareja,6
71012323,2018,Refresco,Responde,Ciudades Grandes,710123,Mujer,45 a 59,Media,En Pareja,2
71012323,2019,Refresco,Responde,Ciudades Grandes,710123,Mujer,45 a 59,Media,En Pareja,3
71012323,2021,Refresco,Responde,Ciudades Grandes,710123,Mujer,45 a 59,Media,En Pareja,5
71012323,2022,Refresco,Responde,Ciudades Grandes,710123,Mujer,45 a 59,Media,En Pareja,6
